nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año,postulacion,empresa
"Cristián Andrés, Ávila Cáceres",Hombre,30,18.449.299-8,c.ávila77@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 6958-4160,Ingeniería y Tecnología,Ingeniería Civil en Computación,8,Practicante en Inteligencia Artificial,Tesla
"Raquel Susana, Ávila Leiva",Mujer,23,20.423.848-8,raquel.á72@ug.uchile.cl,Universidad de Chile,+56 9 5055-8374,Ciencias de la Salud,Odontología,3,Practicante en Periodoncia,Hospital San Juan de Dios
"Ramón Alejandro, Jiménez Peña",Hombre,20,20.864.024-3,r.jiménez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2178-8153,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2,Practicante en Automatización,Google
"Teobaldo Rafael, González Tapia",Hombre,26,19.935.983-2,teobaldo.gonzález@udec.cl,Universidad de Concepción,+56 9 1529-1176,Ingeniería y Tecnología,Ingeniería Civil Industrial,6,Practicante en Calidad,Google
"Franco Javier, Ovalle Ortiz",Hombre,30,18.467.490-3,f.ovalle14@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4259-6456,Ciencias Naturales,Biología,7,Practicante en Laboratorio Biológico,Laboratorio Bayer
"Antonia Luz, Fuentes Vidal",Mujer,21,20.109.018-9,a.fuentes27@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3926-5525,Ciencias de la Salud,Odontología,3,Practicante en Periodoncia,Clínica Los Coihues
"Marjorie Valerie, Valdés González",Mujer,29,18.669.388-7,marjorie.valdés@userena.cl,Universidad de La Serena,+56 9 9169-7182,Arte y Diseño,Arquitectura,6,Practicante en Restauración Patrimonial,Agencia Leo Burnett
"Patricio Flavio, Montes Lillo",Hombre,27,19.294.391-8,p.montes13@udp.cl,Universidad Diego Portales,+56 9 5559-6819,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Logística,Intel
"Olga Raquel, Toledo Arancibia",Mujer,19,21.743.894-1,o.toledo39@uv.cl,Universidad de Valparaíso,+56 9 6311-7433,Ingeniería y Tecnología,Ingeniería Civil en Computación,1,Practicante en Inteligencia Artificial,Facebook
"Manuel Luis, Quinteros Campos",Hombre,20,20.652.535-K,manuel.q30@udec.cl,Universidad de Concepción,+56 9 0763-4594,Ciencias Sociales y Humanidades,Sociología,4,Practicante en Sociología de la Educación,Universidad de Santiago de Chile
"Pedro Elias, Moreno Catalán",Hombre,20,20.326.516-3,p.moreno18@ug.uchile.cl,Universidad de Chile,+56 9 9390-3702,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Facebook
"Zaqueo Felipe, Cisternas López",Hombre,20,20.478.597-K,zaqueo.c34@udp.cl,Universidad Diego Portales,+56 9 7768-1199,Arte y Diseño,Arquitectura,2,Practicante en Arquitectura Sostenible,Agencia BBDO
"Elisa Susana, Carvajal Bravo",Mujer,26,19.710.991-9,e.carvajal@udec.cl,Universidad de Concepción,+56 9 7131-6584,Ciencias de la Salud,Medicina,4,Practicante en Cirugía,Clínica Los Coihues
"Leonardo Roberto, Villanueva Riquelme",Hombre,22,20.374.405-4,l.villanueva4@uai.cl,Universidad Adolfo Ibáñez,+56 9 1610-4870,Ingeniería y Tecnología,Ingeniería Civil en Computación,4,Practicante en Desarrollo de Software,Cisco
"Diana Elena, Ortiz Carrasco",Mujer,30,18.232.003-3,d.ortiz44@udec.cl,Universidad de Concepción,+56 9 0180-7717,Ciencias de la Salud,Kinesiología,6,Practicante en Terapia Respiratoria,Clínica Alemana Norte
"Renata Beatriz, González Calderón",Mujer,29,18.054.036-0,r.gonzález@userena.cl,Universidad de La Serena,+56 9 9885-6622,Ciencias de la Salud,Kinesiología,6,Practicante en Terapia Respiratoria,Clínica Dávila
"Nemesio Diego, Rojas Arancibia",Hombre,26,19.139.761-8,nemesio.rojas@ug.uchile.cl,Universidad de Chile,+56 9 1440-9693,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Geotecnia,Facebook
"Mireya Valerie, Vargas Fuentes",Mujer,22,20.575.183-6,m.vargas45@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2021-4934,Ingeniería y Tecnología,Ingeniería Civil,3,Practicante en Vías y Transporte,Netflix
"Ulises Nemesio, Bravo Soto",Hombre,21,20.986.727-3,ulises.bravo@ug.uchile.cl,Universidad de Chile,+56 9 9125-7638,Ciencias de la Salud,Odontología,4,Practicante en Odontopediatría,Hospital San Juan de Dios
"Héctor Mario, Fariña Venegas",Hombre,24,19.925.858-5,héctor.fariña@udp.cl,Universidad Diego Portales,+56 9 7188-7463,Ingeniería y Tecnología,Ingeniería Civil Industrial,6,Practicante en Calidad,Adobe
"Lucía Ximena, Carvajal Gómez",Mujer,29,18.139.146-0,l.carvajal15@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8831-9341,Ciencias de la Salud,Kinesiología,6,Practicante en Rehabilitación Deportiva,Clínica Indisa
"Ramón Mauricio, Tapia Lagos",Hombre,22,20.205.466-9,ramón.tapia@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3642-3042,Arte y Diseño,Arquitectura,4,Practicante en Arquitectura Sostenible,Agencia McCann
"Emiliana Javiera, Vidal Palma",Mujer,20,20.038.726-2,emiliana.v78@ug.uchile.cl,Universidad de Chile,+56 9 4816-3266,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Vías y Transporte,Cisco
"Camelia Natalia, Carrasco Sandoval",Mujer,22,20.056.464-8,camelia.carrasco@usach.cl,Universidad de Santiago de Chile,+56 9 5899-1506,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Trabajo Social de Salud,Universidad de Santiago de Chile
"Emilio José, Lara Mendoza",Hombre,23,20.557.796-6,emilio.l96@uv.cl,Universidad de Valparaíso,+56 9 7336-4211,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Vías y Transporte,Cisco
"Camilo Xavier, Lara Navarro",Hombre,19,21.767.493-5,camilo.lara@usach.cl,Universidad de Santiago de Chile,+56 9 5918-6328,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3,Practicante en Energías Renovables,IBM
"Fernando Pedro, Riquelme Toro",Hombre,24,19.490.521-7,f.riquelme79@udec.cl,Universidad de Concepción,+56 9 8503-9990,Ciencias de la Salud,Medicina,5,Practicante en Medicina General,Clínica Dávila
"Elena Wendy, Montes Araya",Mujer,30,18.629.527-7,e.montes51@ug.uchile.cl,Universidad de Chile,+56 9 8081-8531,Arte y Diseño,Arte Digital,6,Practicante en Edición de Video,Agencia Saatchi & Saatchi
"Renata Josefina, López Núñez",Mujer,27,19.758.750-7,r.lópez1@ug.uchile.cl,Universidad de Chile,+56 9 1457-8949,Ciencias Sociales y Humanidades,Sociología,4,Practicante en Sociología de la Educación,Banco Itaú
"Patricio René, Torres Navarro",Hombre,27,19.715.094-2,patricio.t16@ug.uchile.cl,Universidad de Chile,+56 9 4731-5514,Arte y Diseño,Diseño Gráfico,5,Practicante en Identidad Corporativa,Agencia McCann
"Nicolás Rafael, Cisternas Pizarro",Hombre,19,21.691.112-2,n.cisternas@ug.uchile.cl,Universidad de Chile,+56 9 3532-4172,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,3,Practicante en Energía Renovable,Amazon
"Adriana Julieta, Orellana Lara",Mujer,28,18.394.852-1,adriana.o24@ug.uchile.cl,Universidad de Chile,+56 9 2627-8823,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6,Practicante en Redes Eléctricas,Facebook
"Homero Mario, Valenzuela Ibarra",Hombre,19,21.343.614-1,h.valenzuela67@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9925-2106,Ciencias Sociales y Humanidades,Psicología,3,Practicante en Neuropsicología,Banco de Chile
"Valentín Fernando, Figueroa Pavez",Hombre,27,19.357.231-1,valentín.f80@udec.cl,Universidad de Concepción,+56 9 9262-9879,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Propiedad Intelectual,Banco Estado
"Pía Marcela, Cádiz Figueroa",Mujer,28,18.600.443-4,p.cádiz27@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6637-7969,Ciencias Sociales y Humanidades,Derecho,8,Practicante en Derechos Humanos,Banco de Chile
"Adolfo Gaspar, Catalán Cádiz",Hombre,27,19.352.981-8,adolfo.c69@ug.uchile.cl,Universidad de Chile,+56 9 3460-1517,Ciencias Sociales y Humanidades,Sociología,6,Practicante en Investigación Social,Banco BCI
"Isabel Constanza, Lillo Figueroa",Mujer,19,21.035.614-0,i.lillo6@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1483-9102,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3,Practicante en Mecánica de Fluidos,Apple
"Nemesio Francisco, Arancibia Torres",Hombre,27,19.941.904-2,nemesio.a6@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9770-0204,Ciencias Sociales y Humanidades,Derecho,5,Practicante en Derechos Humanos,Banco Estado
"Sebastián Felipe, Muñoz Oyarzún",Hombre,29,18.287.552-0,s.muñoz@ug.uchile.cl,Universidad de Chile,+56 9 1588-8199,Ciencias Sociales y Humanidades,Sociología,8,Practicante en Demografía,Banco de Chile
"Guillermo Ximeno, Ávila Lillo",Hombre,29,18.726.768-3,g.ávila@udp.cl,Universidad Diego Portales,+56 9 1389-4447,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,8,Practicante en Redes Eléctricas,SpaceX
"Carolina Sofía, Montes Ovalle",Mujer,29,18.721.294-6,c.montes@ug.uchile.cl,Universidad de Chile,+56 9 3755-5606,Ingeniería y Tecnología,Ingeniería Civil en Computación,7,Practicante en Internet de las Cosas,Netflix
"Benjamín Zaqueo, Fuentes Barrios",Hombre,24,19.013.495-K,b.fuentes66@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9542-8663,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Trabajo Social de Salud,Banco Itaú
"Susana Marisol, Lillo Peña",Mujer,28,18.608.712-0,susana.l36@ug.uchile.cl,Universidad de Chile,+56 9 5759-1750,Ciencias Sociales y Humanidades,Sociología,6,Practicante en Estudios de Género,Banco Estado
"Diego Simón, Cádiz Gómez",Hombre,30,18.587.454-9,d.cádiz96@udec.cl,Universidad de Concepción,+56 9 9328-8859,Ingeniería y Tecnología,Ingeniería Civil Mecánica,8,Practicante en Mecánica de Fluidos,Intel
"Felipe Pedro, Lagos Mora",Hombre,23,20.547.284-2,felipe.lagos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3957-0522,Ciencias Sociales y Humanidades,Derecho,2,Practicante en Derecho Familiar,Universidad de Santiago de Chile
"Zenón Ricardo, López Orellana",Hombre,22,20.037.507-9,z.lópez@ug.uchile.cl,Universidad de Chile,+56 9 3931-0067,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Ingeniería Estructural,IBM
"Javier Raúl, Álvarez Sanchez",Hombre,30,18.574.365-8,javier.álvarez@uai.cl,Universidad Adolfo Ibáñez,+56 9 5465-5898,Ciencias Sociales y Humanidades,Trabajo Social,6,Practicante en Intervención Comunitaria,Banco Estado
"Cristina Marjorie, Lara Valdés",Mujer,24,19.085.312-1,c.lara57@userena.cl,Universidad de La Serena,+56 9 5892-8102,Ingeniería y Tecnología,Ingeniería Civil,5,Practicante en Geotecnia,Apple
"Adriana Renata, Ríos Ibarra",Mujer,23,20.532.180-3,adriana.ríos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2523-7294,Ciencias Sociales y Humanidades,Derecho,3,Practicante en Derecho Corporativo,Banco BCI
"Adriana Marisol, Carrasco Ortega",Mujer,30,18.865.381-2,a.carrasco16@ua.cl,Universidad Austral de Chile,+56 9 2030-3164,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6,Practicante en Automatización,Tesla
"Camelia Valentina, Cabrera Pavez",Mujer,18,21.063.451-4,camelia.cabrera@uv.cl,Universidad de Valparaíso,+56 9 6188-8026,Ciencias Sociales y Humanidades,Trabajo Social,2,Practicante en Protección de Menores,Banco Santander
"Gonzalo Quintín, Gutiérrez Silva",Hombre,20,20.301.555-8,g.gutiérrez@udec.cl,Universidad de Concepción,+56 9 7244-5317,Ciencias de la Salud,Medicina,2,Practicante en Cardiología,Clínica Indisa
"Clemente Zaqueo, Aravena Cortés",Hombre,24,19.963.864-2,clemente.a90@ug.uchile.cl,Universidad de Chile,+56 9 2541-4189,Ciencias Naturales,Geología,4,Practicante en Petrología,Laboratorio Chile
"Julio Federico, Lagos Ávila",Hombre,26,19.708.700-5,j.lagos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 2052-9010,Arte y Diseño,Diseño Gráfico,5,Practicante en Diseño Editorial,Agencia BBDO
"Gaspar Pedro, Leiva Lara",Hombre,26,19.594.094-6,g.leiva80@ug.uchile.cl,Universidad de Chile,+56 9 0249-3405,Ciencias Naturales,Biología,5,Practicante en Genética,Laboratorio Chile
"Valeria Josefina, Cabrera Núñez",Mujer,24,19.995.377-4,valeria.cabrera@uv.cl,Universidad de Valparaíso,+56 9 2956-4969,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4,Practicante en Energías Renovables,Oracle
"Rafael Ignacio, Lara Bustos",Hombre,18,21.288.500-2,rafael.l9@userena.cl,Universidad de La Serena,+56 9 4339-5637,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Obras Civiles,Google
"Pedro Simón, Cisternas Cabrera",Hombre,30,18.579.470-2,pedro.c22@usach.cl,Universidad de Santiago de Chile,+56 9 6228-1659,Ciencias Naturales,Biología,6,Practicante en Biología Marina,Laboratorio Pfizer
"Elisa Ruth, Lara Silva",Mujer,27,19.649.243-6,e.lara@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 9851-7081,Ciencias Naturales,Física,6,Practicante en Física Nuclear,Laboratorio Andrómaco
"Rocio Pamela, Sanchez Gómez",Mujer,21,20.639.392-1,rocio.s35@uai.cl,Universidad Adolfo Ibáñez,+56 9 1251-5040,Ciencias de la Salud,Odontología,4,Practicante en Periodoncia,Clínica Indisa
"Pedro José, Sepúlveda Vergara",Hombre,20,20.551.214-3,pedro.s48@userena.cl,Universidad de La Serena,+56 9 9413-9390,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Ingeniería Estructural,Netflix
"Luz Marcela, Gómez Romero",Mujer,20,20.876.431-0,l.gómez33@userena.cl,Universidad de La Serena,+56 9 6901-8740,Ingeniería y Tecnología,Ingeniería Civil en Computación,2,Practicante en Internet de las Cosas,Apple
"Antonella Cristina, Sáez Medina",Mujer,19,21.764.330-7,antonella.sáez@uv.cl,Universidad de Valparaíso,+56 9 3419-3278,Ingeniería y Tecnología,Ingeniería Civil Industrial,2,Practicante en Consultoría Empresarial,Amazon
"Martín Armando, Campos Fernández",Hombre,26,19.891.261-3,m.campos52@ug.uchile.cl,Universidad de Chile,+56 9 4738-5962,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Optimización de Procesos,Tesla
"Daniel Nicolás, Araya Bustos",Hombre,20,20.553.714-1,d.araya30@usach.cl,Universidad de Santiago de Chile,+56 9 4861-9415,Ciencias Sociales y Humanidades,Trabajo Social,4,Practicante en Intervención Comunitaria,Banco de Chile
"Rafael Alberto, Quinteros Contreras",Hombre,23,20.391.412-0,r.quinteros48@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0514-5415,Ciencias de la Salud,Kinesiología,4,Practicante en Fisioterapia Deportiva,Clínica Alemana
"Claudio Nemesio, Pizarro Soto",Hombre,26,19.336.602-3,c.pizarro62@uai.cl,Universidad Adolfo Ibáñez,+56 9 4188-9873,Ciencias de la Salud,Enfermería,6,Practicante en Geriatría,Clínica Los Coihues
"Juan Nelson, Carvajal Avendaño",Hombre,22,20.012.550-4,juan.carvajal@udec.cl,Universidad de Concepción,+56 9 7018-1259,Ingeniería y Tecnología,Ingeniería Civil,4,Practicante en Obras Civiles,Adobe
"Felipe Pedro, Ávila Lillo",Hombre,23,20.430.839-0,felipe.á37@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0972-7284,Ciencias de la Salud,Enfermería,2,Practicante en Cuidados Intensivos,Clínica Alemana
"Nelson Oscar, Gómez Morales",Hombre,28,18.684.816-9,n.gómez66@ug.uchile.cl,Universidad de Chile,+56 9 6601-6600,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6,Practicante en Fabricación de Maquinaria,Adobe
"Lourdes Ingrid, Sáez Silva",Mujer,21,20.939.096-7,lourdes.sáez@ug.uchile.cl,Universidad de Chile,+56 9 4118-1484,Ciencias Sociales y Humanidades,Psicología,2,Practicante en Psicología Escolar,Universidad Católica de Chile
"Sebastián Salvador, Soto Valdés",Hombre,19,21.694.337-3,s.soto62@udp.cl,Universidad Diego Portales,+56 9 7127-0030,Ingeniería y Tecnología,Ingeniería Civil,2,Practicante en Obras Civiles,Intel
"Manuel Gonzalo, Mendoza Cisternas",Hombre,24,19.981.763-7,m.mendoza@userena.cl,Universidad de La Serena,+56 9 0782-8164,Ciencias Naturales,Biología,5,Practicante en Genética,Laboratorio Recalcine
"Álvaro Antonio, Avendaño Lillo",Hombre,28,18.053.625-5,á.avendaño@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1502-2383,Arte y Diseño,Arte Digital,8,Practicante en Diseño de Videojuegos,Agencia Young & Rubicam
"Eduardo Benjamín, Sáez Arancibia",Hombre,29,18.873.017-4,eduardo.s1@udec.cl,Universidad de Concepción,+56 9 8014-6821,Ciencias de la Salud,Odontología,8,Practicante en Clínica Odontológica,Clínica Las Condes
"Alejandro Camilo, Vergara Vidal",Hombre,26,19.173.631-1,a.vergara91@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3235-8691,Ingeniería y Tecnología,Ingeniería Civil Mecánica,5,Practicante en Fabricación de Maquinaria,SpaceX
"Luz Eugenia, Hernández Ríos",Mujer,28,18.172.959-2,l.hernández57@uv.cl,Universidad de Valparaíso,+56 9 2543-2347,Ciencias Naturales,Física,6,Practicante en Nanotecnología,Laboratorio Pfizer
"Sofía Francisca, Fuentes Palma",Mujer,29,18.187.903-2,s.fuentes@uai.cl,Universidad Adolfo Ibáñez,+56 9 9918-6661,Arte y Diseño,Arquitectura,7,Practicante en Diseño de Interiores,Agencia DDB
"Rafael Elias, Villanueva Reyes",Hombre,24,19.099.657-7,rafael.villanueva@userena.cl,Universidad de La Serena,+56 9 2444-6969,Ciencias de la Salud,Odontología,4,Practicante en Clínica Odontológica,Clínica Alemana Norte
"Emilio Pascual, Bravo Villalobos",Hombre,25,19.243.279-5,e.bravo@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5120-3006,Ingeniería y Tecnología,Ingeniería Civil Industrial,4,Practicante en Logística,Tesla
"Elias Javier, Ovalle Rivas",Hombre,26,19.599.604-9,elias.ovalle@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 5996-3708,Ciencias Naturales,Química,6,Practicante en Química Analítica,Laboratorio Andrómaco
"Vanessa Daniela, Espinoza Ávila",Mujer,30,18.628.316-9,v.espinoza19@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2997-6464,Ingeniería y Tecnología,Ingeniería Civil Industrial,7,Practicante en Logística,Cisco
"Yago Daniel, Díaz Leiva",Hombre,26,19.457.140-8,y.díaz33@ug.uchile.cl,Universidad de Chile,+56 9 2784-1261,Ciencias de la Salud,Enfermería,5,Practicante en Cuidados Intensivos,Hospital San Juan de Dios
"Marco Osvaldo, Avendaño Lillo",Hombre,18,21.650.272-6,marco.avendaño@udp.cl,Universidad Diego Portales,+56 9 4748-9213,Ciencias Naturales,Geología,1,Practicante en Mineralogía,Laboratorio Recalcine
"Cristina Natalia, Quinteros Vidal",Mujer,20,20.550.050-7,cristina.q25@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4501-5492,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3,Practicante en Robótica,Tesla
"Salvador Mauricio, Rojas Pizarro",Hombre,28,18.384.818-6,s.rojas36@udec.cl,Universidad de Concepción,+56 9 6732-9531,Ciencias Sociales y Humanidades,Derecho,6,Practicante en Propiedad Intelectual,Universidad Católica de Chile
"Roberto Armando, Oyarzún Pavez",Hombre,26,19.067.246-0,roberto.o77@udp.cl,Universidad Diego Portales,+56 9 3953-1494,Ciencias de la Salud,Odontología,6,Practicante en Periodoncia,Clínica Alemana
"Urbano Nicolás, Muñoz Lara",Hombre,28,18.963.765-8,u.muñoz@uai.cl,Universidad Adolfo Ibáñez,+56 9 3067-1149,Ciencias Sociales y Humanidades,Derecho,8,Practicante en Derecho Familiar,Universidad de Santiago de Chile
"César Jacinto, Toledo Bustos",Hombre,23,20.977.026-9,c.toledo82@udec.cl,Universidad de Concepción,+56 9 9261-8860,Ciencias Naturales,Física,2,Practicante en Óptica y Fotónica,Laboratorio Pasteur
"Javier Fernando, Sepúlveda Herrera",Hombre,29,18.031.834-8,javier.s79@udec.cl,Universidad de Concepción,+56 9 2377-2551,Ingeniería y Tecnología,Ingeniería Civil Industrial,7,Practicante en Optimización de Procesos,Netflix
"Teobaldo Mario, Venegas Martínez",Hombre,30,18.278.477-9,teobaldo.v71@uai.cl,Universidad Adolfo Ibáñez,+56 9 6486-0311,Ingeniería y Tecnología,Ingeniería Civil Industrial,7,Practicante en Logística,Oracle
"Rosa Renata, Ovalle Quinteros",Mujer,21,20.167.534-9,rosa.o6@ua.cl,Universidad Austral de Chile,+56 9 4057-8273,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2,Practicante en Fabricación de Maquinaria,Adobe
