nombre,sexo,edad,RUT,correo,universidad,telefono,sector,carrera,año
"Ximena Ximena, Quinteros Valdés",F,26,19.233.963-6,x.quinteros28@uv.cl,Universidad de Valparaíso,+56 9 7077-7188,Ciencias de la Salud,Odontología,6
"Elias Hugo, Cádiz Ovalle",M,21,20.566.769-5,elias.cádiz@ug.uchile.cl,Universidad de Chile,+56 9 9645-2995,Arte y Diseño,Arquitectura,4
"Marisol Wendy, Santos Lara",F,18,21.537.323-1,marisol.s81@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8370-4555,Ciencias de la Salud,Enfermería,2
"Margarita Constanza, Escobar Ovalle",F,27,19.840.534-9,margarita.escobar@ua.cl,Universidad Austral de Chile,+56 9 5656-5860,Ciencias de la Salud,Odontología,5
"Mario Rafael, Silva Ávila",M,18,21.004.188-0,m.silva78@userena.cl,Universidad de La Serena,+56 9 2626-6199,Ciencias Naturales,Biología,2
"Franco Félix, Ovalle Aravena",M,26,19.180.407-6,franco.ovalle@ug.uchile.cl,Universidad de Chile,+56 9 5638-7622,Ciencias de la Salud,Medicina,5
"Rubén Osvaldo, Mendoza Aguilera",M,20,20.311.399-9,r.mendoza95@uv.cl,Universidad de Valparaíso,+56 9 0005-9076,Ciencias de la Salud,Odontología,3
"Ignacio Joaquín, Lara Campos",M,20,20.192.824-0,ignacio.lara@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8132-7731,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Raúl Antonio, Lara Aguilera",M,20,20.303.195-5,raúl.lara@usach.cl,Universidad de Santiago de Chile,+56 9 8079-6460,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Nemesio Kelvin, Montes Orellana",M,18,21.993.523-7,nemesio.m56@udec.cl,Universidad de Concepción,+56 9 1622-9929,Ingeniería y Tecnología,Ingeniería Civil Industrial,1
"Yerko Juan, Montes Sáez",M,29,18.300.336-4,yerko.montes@userena.cl,Universidad de La Serena,+56 9 5220-9098,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Pablo Zaqueo, Garrido Osorio",M,20,20.254.911-1,pablo.garrido@udec.cl,Universidad de Concepción,+56 9 5248-6860,Ingeniería y Tecnología,Ingeniería Civil,4
"Gloria Elena, Sanchez Soto",F,23,20.308.470-5,gloria.s55@udec.cl,Universidad de Concepción,+56 9 8315-4167,Ciencias Sociales y Humanidades,Sociología,4
"Félix Claudio, Ovalle López",M,19,21.791.511-4,félix.ovalle@ug.uchile.cl,Universidad de Chile,+56 9 9840-3947,Arte y Diseño,Arquitectura,2
"Oscar Renato, Contreras Ávila",M,22,20.639.247-2,o.contreras91@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3277-2958,Ciencias Sociales y Humanidades,Sociología,4
"Natalia Mónica, Sáez Cortés",F,22,20.905.311-2,n.sáez@usach.cl,Universidad de Santiago de Chile,+56 9 3500-5437,Ciencias Naturales,Física,4
"Carmen Mireya, Carrasco Carrasco",F,24,19.522.747-1,carmen.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8333-0508,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Rafael Rodrigo, Soto Soto",M,20,20.246.724-6,r.soto@udp.cl,Universidad Diego Portales,+56 9 6776-9252,Ciencias Naturales,Física,4
"Luciano Homero, Romero Peña",M,21,20.708.120-3,luciano.romero@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1906-5008,Ciencias Sociales y Humanidades,Trabajo Social,4
"Eugenio Yerko, Santos Calderón",M,23,20.727.352-9,eugenio.santos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 0158-4964,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Adriana Valeria, Cortés Leiva",F,18,21.038.680-7,a.cortés22@ug.uchile.cl,Universidad de Chile,+56 9 5160-5363,Ingeniería y Tecnología,Ingeniería Civil,3
"Mario Leandro, Toledo Lillo",M,29,18.291.462-3,m.toledo68@ug.uchile.cl,Universidad de Chile,+56 9 4867-9772,Ciencias Sociales y Humanidades,Derecho,6
"Teobaldo Marcelo, Álvarez Gutiérrez",M,20,20.452.114-0,t.álvarez14@puc.cl,Pontificia Universidad Católica de Chile,+56 9 5513-8894,Arte y Diseño,Arquitectura,4
"Carmen Vanessa, Montes Garrido",F,29,18.051.845-K,carmen.montes@ug.uchile.cl,Universidad de Chile,+56 9 7829-4496,Ingeniería y Tecnología,Ingeniería Civil en Computación,7
"Isabel Ángela, Baeza Herrera",F,19,21.111.229-2,isabel.baeza@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1059-7413,Ciencias Sociales y Humanidades,Trabajo Social,2
"Felipe Mario, Torres Romero",M,29,18.424.954-4,f.torres27@uv.cl,Universidad de Valparaíso,+56 9 5544-2635,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6
"Magdalena Olga, Fernández Herrera",F,22,20.958.965-7,magdalena.fernández@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 2115-0380,Arte y Diseño,Arquitectura,4
"Eugenia Daniela, Fariña Ríos",F,26,19.660.892-9,e.fariña@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7942-7883,Arte y Diseño,Arte Digital,5
"Manuel Rubén, Oyarzún Vidal",M,19,21.676.469-2,manuel.o99@ug.uchile.cl,Universidad de Chile,+56 9 7404-5427,Ciencias de la Salud,Odontología,2
"Cristián Osvaldo, Silva Sandoval",M,25,19.129.412-4,c.silva49@ug.uchile.cl,Universidad de Chile,+56 9 2783-5804,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Rafael Felipe, Pavez Carrasco",M,25,19.987.501-0,r.pavez24@ug.uchile.cl,Universidad de Chile,+56 9 1599-6003,Ingeniería y Tecnología,Ingeniería Civil Mecánica,6
"Salvador Víctor, Suárez Salazar",M,19,21.752.444-0,salvador.suárez@ug.uchile.cl,Universidad de Chile,+56 9 6047-2611,Ingeniería y Tecnología,Ingeniería Civil Industrial,1
"Alberto Oscar, Ríos Gómez",M,26,19.943.738-2,a.ríos70@ug.uchile.cl,Universidad de Chile,+56 9 0894-0394,Ciencias Sociales y Humanidades,Trabajo Social,4
"Elias Oscar, Cisternas Vergara",M,24,19.653.288-7,e.cisternas96@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9956-3659,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Felipe Luciano, Valencia Pérez",M,23,20.674.609-2,f.valencia45@ua.cl,Universidad Austral de Chile,+56 9 4331-4539,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Federico Teobaldo, Ríos Cáceres",M,28,18.391.431-8,f.ríos56@userena.cl,Universidad de La Serena,+56 9 3901-7162,Ingeniería y Tecnología,Ingeniería Civil Industrial,8
"Flavio Marcelo, Pérez Ovalle",M,19,21.407.322-4,flavio.p33@ug.uchile.cl,Universidad de Chile,+56 9 0204-7290,Arte y Diseño,Diseño Gráfico,1
"Juan Guillermo, Morales Hernández",M,26,19.432.904-7,j.morales24@ug.uchile.cl,Universidad de Chile,+56 9 9069-5510,Ciencias Sociales y Humanidades,Sociología,6
"Diego Urbano, Campos Fuentes",M,23,20.905.720-2,diego.campos@udec.cl,Universidad de Concepción,+56 9 6821-4762,Arte y Diseño,Arquitectura,3
"Marcela Patricia, Arancibia Tapia",F,26,19.560.918-6,m.arancibia60@ug.uchile.cl,Universidad de Chile,+56 9 4788-5275,Ciencias Sociales y Humanidades,Derecho,4
"Camilo Andrés, Villanueva Cabrera",M,24,19.200.815-2,c.villanueva@ug.uchile.cl,Universidad de Chile,+56 9 1017-1840,Arte y Diseño,Arquitectura,6
"Isabella Daniela, Valdés Vargas",F,26,19.801.515-3,isabella.valdés@userena.cl,Universidad de La Serena,+56 9 9644-8544,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Mónica Celia, Ovalle Silva",F,26,19.124.384-K,mónica.ovalle@ug.uchile.cl,Universidad de Chile,+56 9 7211-9081,Ingeniería y Tecnología,Ingeniería Civil,5
"Urbano Urbano, Orellana Cortés",M,24,19.166.216-9,urbano.o65@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8997-6205,Arte y Diseño,Diseño Gráfico,5
"Rosa Lorena, Vidal González",F,20,20.365.765-1,r.vidal@ug.uchile.cl,Universidad de Chile,+56 9 2804-5870,Ciencias Naturales,Química,2
"Maximiliano Mauricio, Bustos Escobar",M,24,19.713.755-5,m.bustos@ug.uchile.cl,Universidad de Chile,+56 9 7765-1271,Ingeniería y Tecnología,Ingeniería Civil en Computación,5
"Quintín Ulises, Valenzuela Silva",M,18,21.714.909-4,quintín.valenzuela@userena.cl,Universidad de La Serena,+56 9 2244-0524,Ciencias de la Salud,Medicina,1
"Ximeno Mauricio, Aravena Orellana",M,29,18.113.525-4,ximeno.aravena@udec.cl,Universidad de Concepción,+56 9 5012-1899,Ingeniería y Tecnología,Ingeniería Civil en Computación,8
"Víctor Mario, Aravena Cáceres",M,30,18.107.266-1,v.aravena24@ug.uchile.cl,Universidad de Chile,+56 9 4122-7798,Ciencias de la Salud,Kinesiología,6
"Héctor Marco, Vidal Lillo",M,28,18.816.438-8,h.vidal83@usach.cl,Universidad de Santiago de Chile,+56 9 5631-0003,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Daniel Adolfo, Cabrera Navarro",M,30,18.711.897-9,d.cabrera36@ug.uchile.cl,Universidad de Chile,+56 9 4726-2442,Ciencias de la Salud,Medicina,7
"Carlos Jorge, Baeza Villalobos",M,23,20.868.313-5,c.baeza@uai.cl,Universidad Adolfo Ibáñez,+56 9 8505-8107,Ingeniería y Tecnología,Ingeniería Civil,3
"Nemesio Urbano, Ibarra Pizarro",M,28,18.393.773-7,n.ibarra92@udec.cl,Universidad de Concepción,+56 9 2492-0197,Ingeniería y Tecnología,Ingeniería Civil Mecánica,7
"Elias Simón, Aguilera Fuentes",M,27,19.494.904-0,elias.aguilera@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8907-6959,Ciencias de la Salud,Kinesiología,6
"Osvaldo Patricio, Pérez Valencia",M,19,21.531.720-7,o.pérez82@userena.cl,Universidad de La Serena,+56 9 8235-4205,Ciencias de la Salud,Enfermería,3
"Mauricio Dante, Vargas Avendaño",M,19,21.548.916-7,mauricio.v72@uv.cl,Universidad de Valparaíso,+56 9 9711-3164,Ciencias Sociales y Humanidades,Derecho,2
"Pía Gabriela, López Salazar",F,19,21.217.863-1,pía.l80@usach.cl,Universidad de Santiago de Chile,+56 9 1256-8804,Ingeniería y Tecnología,Ingeniería Civil en Computación,1
"Ricardo Mario, Mendoza Jiménez",M,29,18.521.220-5,r.mendoza25@usach.cl,Universidad de Santiago de Chile,+56 9 5307-7864,Ingeniería y Tecnología,Ingeniería Civil,7
"Alejandro Felipe, Gutiérrez Toledo",M,18,21.862.114-K,a.gutiérrez11@ug.uchile.cl,Universidad de Chile,+56 9 0578-9368,Arte y Diseño,Arte Digital,2
"Diego Héctor, Carrasco Núñez",M,30,18.292.102-8,diego.carrasco@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9967-9624,Ciencias Naturales,Física,6
"Valerie Ivonne, Medina Gutiérrez",F,20,20.589.483-3,valerie.medina@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6353-5440,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,2
"Joaquín Andrés, Toro Moreno",M,26,19.549.844-8,joaquín.toro@ug.uchile.cl,Universidad de Chile,+56 9 0348-6594,Ciencias Naturales,Geología,5
"José Hernán, Barrios Rojas",M,25,19.388.753-2,josé.b80@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 6298-8618,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Iván Álvaro, Ríos Cortés",M,24,19.560.531-6,iván.ríos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9705-0476,Ciencias Naturales,Física,5
"Manuel Leonardo, Valdés Calderón",M,28,18.644.616-3,m.valdés54@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8092-1020,Ciencias Sociales y Humanidades,Trabajo Social,8
"Joaquín Luis, Martínez López",M,25,19.082.445-0,j.martínez@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 7961-3434,Ingeniería y Tecnología,Ingeniería Civil en Computación,6
"Guillermo Marcelo, Morales Rojas",M,22,20.991.579-1,g.morales@udec.cl,Universidad de Concepción,+56 9 0486-6266,Ciencias Sociales y Humanidades,Sociología,2
"José Raúl, Valencia Aravena",M,27,19.818.706-6,josé.v13@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 8369-7437,Ciencias de la Salud,Kinesiología,6
"Waldo Héctor, Sepúlveda Fernández",M,23,20.781.852-4,w.sepúlveda17@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 1301-2724,Ciencias Naturales,Física,3
"Claudia Cecilia, Santos Bustos",F,22,20.753.642-K,c.santos27@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8024-0665,Ciencias Sociales y Humanidades,Trabajo Social,3
"Elena Catalina, Oyarzún Soto",F,22,20.093.534-9,elena.oyarzún@ug.uchile.cl,Universidad de Chile,+56 9 3601-4618,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Gabriela Beatriz, Lara Mora",F,29,18.185.662-7,gabriela.lara@puc.cl,Pontificia Universidad Católica de Chile,+56 9 4359-2043,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Víctor Nelson, Valenzuela Torres",M,23,20.630.720-K,víctor.valenzuela@udec.cl,Universidad de Concepción,+56 9 3152-7717,Ciencias de la Salud,Kinesiología,2
"Iván Clemente, Castro Pavez",M,18,21.341.118-K,iván.c89@ua.cl,Universidad Austral de Chile,+56 9 7743-2363,Ciencias Naturales,Química,3
"Lourdes Carolina, López Castro",F,26,19.068.095-9,l.lópez37@ua.cl,Universidad Austral de Chile,+56 9 4056-5295,Ingeniería y Tecnología,Ingeniería Civil,6
"Camilo Pedro, Sanchez Torres",M,20,20.341.472-K,c.sanchez24@uai.cl,Universidad Adolfo Ibáñez,+56 9 2645-1760,Ingeniería y Tecnología,Ingeniería Civil,2
"Renato Ulises, Vargas Álvarez",M,22,20.470.583-7,r.vargas13@ua.cl,Universidad Austral de Chile,+56 9 0237-9245,Ciencias Sociales y Humanidades,Psicología,3
"Celia Emiliana, Medina Ríos",F,23,20.829.054-0,c.medina@ug.uchile.cl,Universidad de Chile,+56 9 7279-3119,Ingeniería y Tecnología,Ingeniería Civil Mecánica,4
"Mario Teobaldo, Guzmán Cabrera",M,28,18.960.558-5,mario.guzmán@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6982-0263,Ciencias de la Salud,Odontología,6
"Quintín Kelvin, Núñez Pizarro",M,25,19.780.468-6,q.núñez45@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1370-0899,Ciencias Naturales,Química,5
"Sergio Héctor, Villanueva Contreras",M,18,21.030.494-K,s.villanueva76@uai.cl,Universidad Adolfo Ibáñez,+56 9 0806-5106,Ingeniería y Tecnología,Ingeniería Civil Mecánica,2
"Iván René, Donoso Leiva",M,19,21.592.832-2,iván.d80@puc.cl,Pontificia Universidad Católica de Chile,+56 9 9947-5191,Ingeniería y Tecnología,Ingeniería Civil en Computación,1
"Patricio Adolfo, Ortiz Guzmán",M,24,19.956.372-6,p.ortiz@puc.cl,Pontificia Universidad Católica de Chile,+56 9 6770-8646,Ciencias Sociales y Humanidades,Psicología,4
"Hugo Mario, Orellana Fariña",M,18,21.667.722-1,hugo.o52@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1448-9024,Ciencias de la Salud,Enfermería,3
"Marcelo Patricio, Toro Montes",M,30,18.489.751-5,m.toro@puc.cl,Pontificia Universidad Católica de Chile,+56 9 7981-5559,Ciencias Naturales,Física,7
"Gonzalo Sergio, Reyes Lara",M,25,19.638.286-6,g.reyes0@udec.cl,Universidad de Concepción,+56 9 9634-2303,Ingeniería y Tecnología,Ingeniería Civil en Computación,5
"Montserrat Marisol, Salazar Lagos",F,30,18.886.639-1,m.salazar53@ug.uchile.cl,Universidad de Chile,+56 9 4204-5183,Ciencias Naturales,Química,8
"Manuel Álvaro, Flores Aravena",M,30,18.622.532-6,m.flores@ug.uchile.cl,Universidad de Chile,+56 9 0435-6473,Arte y Diseño,Arte Digital,6
"Pedro Zaqueo, Jiménez Sanchez",M,25,19.611.621-3,p.jiménez65@ug.uchile.cl,Universidad de Chile,+56 9 7855-3954,Ciencias de la Salud,Medicina,5
"Andrés Homero, Pizarro Osorio",M,23,20.307.453-8,a.pizarro47@ug.uchile.cl,Universidad de Chile,+56 9 6756-7626,Ciencias de la Salud,Kinesiología,2
"Félix Rafael, Gutiérrez Ovalle",M,22,20.215.561-1,f.gutiérrez78@udec.cl,Universidad de Concepción,+56 9 1186-2879,Ingeniería y Tecnología,Ingeniería Civil en Computación,4
"Beatriz Luisa, Vargas Araya",F,21,20.572.653-8,b.vargas@ug.uchile.cl,Universidad de Chile,+56 9 6188-9884,Ciencias de la Salud,Odontología,4
"Dante Gonzalo, Escobar Villalobos",M,23,20.359.399-8,d.escobar91@utfsm.cl,Universidad Técnica Federico Santa María,+56 9 3731-5890,Ciencias de la Salud,Medicina,4
"Zenón Adolfo, Quinteros Peña",M,22,20.886.018-3,z.quinteros@ug.uchile.cl,Universidad de Chile,+56 9 3230-8313,Arte y Diseño,Diseño Gráfico,3
"Francisca Emilia, Reyes Vergara",F,29,18.582.443-3,f.reyes44@ua.cl,Universidad Austral de Chile,+56 9 6767-4923,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Jorge Luciano, Navarro Castro",M,18,21.160.660-6,j.navarro99@ug.uchile.cl,Universidad de Chile,+56 9 0903-4787,Ingeniería y Tecnología,Ingeniería Civil,2
"Mónica Renata, Pavez Medina",F,18,21.579.217-2,m.pavez93@udec.cl,Universidad de Concepción,+56 9 2456-6383,Ingeniería y Tecnología,Ingeniería Civil,3
"Valentín Quintín, Pérez Mendoza",M,26,19.044.206-5,valentín.pérez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1736-1466,Arte y Diseño,Arquitectura,6
"Ana Claudia, Sáez Sepúlveda",F,28,18.310.417-7,ana.sáez@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8249-7830,Ciencias de la Salud,Medicina,7
"Oscar Ramón, Lara Ovalle",M,26,19.789.171-0,o.lara@ug.uchile.cl,Universidad de Chile,+56 9 2812-4588,Ingeniería y Tecnología,Ingeniería Civil,6
"Javier Armando, Mora Vargas",M,19,21.923.834-7,j.mora@ug.uchile.cl,Universidad de Chile,+56 9 5641-2240,Ciencias Sociales y Humanidades,Derecho,2
"Catalina Andrea, Montes Carvajal",F,25,19.686.491-8,catalina.m18@udec.cl,Universidad de Concepción,+56 9 6166-0061,Ingeniería y Tecnología,Ingeniería Civil Industrial,6
"Rubén Camilo, Garrido Vergara",M,23,20.892.865-6,rubén.garrido@ug.uchile.cl,Universidad de Chile,+56 9 0951-5104,Ingeniería y Tecnología,Ingeniería Civil,2
"Raquel Claudia, Ríos Carrasco",F,25,19.154.229-8,r.ríos@uv.cl,Universidad de Valparaíso,+56 9 2475-3623,Ciencias de la Salud,Medicina,5
"Maximiliano Oscar, Campos González",M,20,20.560.575-7,m.campos@puc.cl,Pontificia Universidad Católica de Chile,+56 9 1458-4096,Ciencias Naturales,Química,3
"Quintín Alberto, Lara Peña",M,18,21.656.150-3,q.lara22@uv.cl,Universidad de Valparaíso,+56 9 4721-0400,Ciencias de la Salud,Medicina,2
"Jorge Yago, Reyes López",M,25,19.521.651-8,j.reyes15@udec.cl,Universidad de Concepción,+56 9 4130-7294,Ingeniería y Tecnología,Ingeniería Civil,4
"José Oscar, Soto Quinteros",M,29,18.482.480-2,josé.s10@ug.uchile.cl,Universidad de Chile,+56 9 9559-2057,Ciencias Sociales y Humanidades,Derecho,7
"Ivonne Josefina, Muñoz Riquelme",F,19,21.991.072-5,ivonne.muñoz@ug.uchile.cl,Universidad de Chile,+56 9 1951-0947,Ciencias de la Salud,Enfermería,3
"Wendy Ingrid, Catalán Toro",F,24,19.970.134-7,wendy.catalán@userena.cl,Universidad de La Serena,+56 9 4367-7182,Ciencias Sociales y Humanidades,Trabajo Social,4
"Ignacio Federico, Sanchez Cisternas",M,21,20.737.557-7,ignacio.s10@uv.cl,Universidad de Valparaíso,+56 9 8414-7670,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,4
"Nicolás Rafael, Pizarro Sanchez",M,28,18.852.743-9,n.pizarro94@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8166-9685,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,6
"Martín Osvaldo, Guzmán Venegas",M,26,19.435.562-9,martín.guzmán@udec.cl,Universidad de Concepción,+56 9 3590-4702,Ciencias Naturales,Geología,5
"Adolfo Diego, Valdés Gómez",M,21,20.748.627-K,a.valdés61@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3041-3332,Ciencias Naturales,Química,2
"Félix Clemente, Cabrera Reyes",M,24,19.466.468-4,félix.cabrera@uv.cl,Universidad de Valparaíso,+56 9 1843-6438,Ciencias de la Salud,Medicina,5
"Natalia Valeria, Oyarzún Vásquez",F,19,21.917.526-7,n.oyarzún54@udec.cl,Universidad de Concepción,+56 9 1383-7405,Ciencias Naturales,Química,2
"Isabella Belen, Ortiz Ibarra",F,21,20.333.675-1,i.ortiz45@userena.cl,Universidad de La Serena,+56 9 9365-9476,Ingeniería y Tecnología,Ingeniería Civil Mecánica,3
"Jorge Roberto, Araya Villalobos",M,28,18.859.543-1,jorge.araya@puc.cl,Pontificia Universidad Católica de Chile,+56 9 3661-6798,Ingeniería y Tecnología,Ingeniería Civil Eléctrica,8
"Rocío María, Avendaño Baeza",F,23,20.129.519-2,r.avendaño@ug.uchile.cl,Universidad de Chile,+56 9 7307-9745,Ingeniería y Tecnología,Ingeniería Civil,2
"Hernán Pablo, Contreras Aguilera",M,30,18.810.558-8,h.contreras@ug.uchile.cl,Universidad de Chile,+56 9 2127-4435,Ciencias Naturales,Geología,8
"Teobaldo Emilio, López Pavez",M,30,18.058.047-3,t.lópez@udec.cl,Universidad de Concepción,+56 9 9758-1915,Ciencias Naturales,Geología,6
"Teobaldo Gaspar, González Toledo",M,30,18.173.512-9,teobaldo.g56@udec.cl,Universidad de Concepción,+56 9 8270-9321,Ciencias de la Salud,Odontología,6
"Ruth Yolanda, Garrido Campos",F,29,18.601.668-9,r.garrido87@udec.cl,Universidad de Concepción,+56 9 1342-3529,Ingeniería y Tecnología,Ingeniería Civil Industrial,7
"Adriana Marjorie, Santos Pavez",F,24,19.101.669-7,adriana.s16@ug.uchile.cl,Universidad de Chile,+56 9 2228-2310,Ingeniería y Tecnología,Ingeniería Civil en Computación,5
"Jacinto Ximeno, Rivas Núñez",M,24,19.411.899-1,jacinto.r92@puc.cl,Pontificia Universidad Católica de Chile,+56 9 8536-1454,Arte y Diseño,Arquitectura,6
"Ximeno José, Fuentes Silva",M,22,20.632.884-3,ximeno.f74@udec.cl,Universidad de Concepción,+56 9 8058-5457,Ingeniería y Tecnología,Ingeniería Civil en Computación,2
"Nelson Tobías, Cisternas Ovalle",M,24,19.546.739-6,nelson.c73@ug.uchile.cl,Universidad de Chile,+56 9 6728-6495,Ciencias de la Salud,Medicina,5
